firstpost_date,content
1426859820,"$TSLA—great car, not great stock http://t.co/pi37UrYigT"
1425904252,Tesla is shedding jobs: http://t.co/hfnUf5DehB • $TSLA
1426782418,"A little more ""same old same old"" from $Elonmusk and $TSLA than  I thought."
1425906009,$TSLA-losing Chinese workers--a positive!
1425313208,Warren Capital says $TSLA sold 10 cars in China in January--down sharply from 442 in December. China was supposed to 33% of sales. Hmmm
1426701585,BREAKING: NJ Gov. Christie signs bill into law that allows Tesla to begin direct sales to consumers without dealerships. $TSLA
1426529576,Some people seem to think I tweet to affect share price. This is false. A brief rise in $TSLA stock obviously does no good for Tesla or me.
1425674373,Cheers to all you Twitter herbs yellin at me for my $TSLA short. I hope your longs in $TSLA are working out real nicely
1426535597,Everything’s always fine with $TSLA http://t.co/nfao4dcjBC
1425418900,Tesla investors should worry about these 3 things: http://t.co/WuKzZ3KBNa $TSLA http://t.co/IXbufyqHsw
1426195692,"One analyst sees Tesla stock at $1,900. http://t.co/5zxjDH49I2 $TSLA http://t.co/hek5lq8lIo"
1425319490,Tesla investors should worry about these 3 things: http://t.co/gtDpwYJvoW $TSLA http://t.co/UncmWrymWS
1425672666,Which #stocks would you buy and hold for the next 10 years? http://t.co/bQQVOE7Kgr $NFLX $TSLA $UA @themotleyfool http://t.co/9JBxS9RqOH
1426778237,Tesla is trading above $200 a share ahead of a press conference set for noon ET. http://t.co/2cVj1BQkG4 $TSLA http://t.co/84OidPbTjY
1425763902,"It used to take 20 years for a company to hit a market cap of $1 billion. 

It took $GOOGL 8, $FB 6 and $TSLA only 4. http://t.co/Zs2CVkDiMC"
1426629585,#MarchMadness time starting now! @jimcramer talks $AAPL &amp; $TSLA in his Midwest team picks. Tune in now! http://t.co/JuSTRRksVn
1425319058,Quick let me check my I-phone ($AAPL) to see the temperature in hell--hmm needs to be at 32 for Warren to buy $TSLA stock @adnan_samia
1425248036,".@TeslaMotors &amp; 6 other #stocks trading way below Wall Street's price targets:
http://t.co/aRmjJqDkfm $TSLA http://t.co/IKYv9ZMHKu"
1426551600,The first quarter of 2015 has been a volatile ride for Tesla investors: http://t.co/7xnTqmhizA $TSLA http://t.co/ZtqiiccGci
1425340326,Tesla investors should look under the hood: 3 things to worry about http://t.co/XvccteSt0H $TSLA http://t.co/drnQQyfV36
1426532979,Here's a chart showing how $TSLA traded after @elonmusk's last 2 tweets http://t.co/tHVVYAwghF
1426532316,P&amp;L for the day. Got rid of 3/4 $TSLA short. http://t.co/606AHQh2wn
1426796089,Tesla to offer hands-free steering on Model S in 3 months http://t.co/4CQMSg76dn $TSLA
1425735906,@markbspiegel  looks like @elonmusk stretched the truth about @panasonic $TSLA investment @jimcramer @Lebeaucarnews http://t.co/jt1LG6ufvO
1425903067,Tesla is Cutting 30% of Its Jobs in China After Slow Sales http://t.co/fX7tvaxjOi $TSLA
1426075699,"The dollar, the banks and $TSLA. Three things to watch today. http://t.co/ks0ZCHvLSt $UUP"
1426429107,"$TSLA

RT @elonmusk: Tesla press conf at 9am on Thurs. About to end range anxiety ... via OTA software update. Affects entire Model S fleet."
1426529338,"Bill allowing Tesla to restart sales in NJ passes, now awaits Gov. Christie's signature. $TSLA"
1426365606,The best buy opportunity in a year for $TSLA stock http://t.co/JZI3q6LmVE
1425351171,An Apple car? Why not? http://t.co/gp4kZbZyZz insights from our partner @Covestor $AAPL $TSLA
1426854322,Tesla needs an activist investor spark to ease investor anxiety http://t.co/x6TyqXy5o9 via @TheDealNewsroom $TSLA
1426781844,"$TSLA CEO @elonmusk on testing of auto steering ""We can basically go between San Francisco and Seattle without the driver doing anything."""
1425918644,The market tends to love the whiff of job cuts. Not so with $TSLA today: http://t.co/neHuZVIErN http://t.co/iylS6pqfwv
1426782622,$TSLA CEO @elonmusk says China will eventually have the most superchargers of any country.
1425665112,@Fanaticinvestor @markbspiegel @jimcramer Maybe $TSLA finally realized they need customers for batteries and cars ;-) http://t.co/ai5jD8teCn
1426502128,Tesla China has a Record Unsold Inventory of 2301 cars | CarNewsChina http://t.co/j8BhiLsxhp $tsla
1425659048,Your electric car's not so green if it runs on coal-fueled power. How $TSLA's trying to clean up that problem: http://t.co/5c9mG2HgL1
1426530850,"If @elonmusk ever Tweeted "" Sell $TSLA now!!"" It would still go up! lol"
1426105044,I hate you $TSLA... P&amp;L for the day I'm basically coming out of some of these puts and buying longer dated ones http://t.co/UJKLWGZtvI
1426277016,P&amp;L here. All of it was $LNKD puts. $TSLA there's too many ppl shorting this now specially after the downgrade. http://t.co/T9lA77XZS5
1426777539,"33% of #Tesla's gross profits a year ago were from sales of tax credits, rather than car sales.  http://t.co/hkBkXLxhz9 $TSLA"
1425567163,Boy I'd be sitting on a plus $100K loser if I held this damn $TSLA short there are bids stacking up on this thing today. Squeeze em out!
1426184373,NEW POST: Shifting Gears; Chess Moves  http://t.co/WxMgDq7oKx $FB $QQQ $TSLA $USO $UWTI
1426538461,"This Thursday, electric car maker $TSLA says it'll unveil ""the end of range anxiety."" (Miniaturized ARC reactors?) http://t.co/Xc0vOwnaVm"
1425682740,Would You Rather? #Tesla vs. #Twitter http://t.co/19V1DqIOI4 $TSLA $TWTR
1426181327,$TSLA setting up a larger move down http://t.co/VVlp7IWFe0
1426258703,$TSLA setting up for a larger move down town http://t.co/x6Tp4S91Ka
1425745139,$TSLA setting up a larger move down http://t.co/s7bjqgv6Ul
1426787223,"Seriously ELON, that's all you could bring today $TSLA?"
1426781655,"Tesla adding the ""Summon"" button, which will allow you to hit a button on your phone and have the car come to you. $TSLA"
1426161086,"Why Apple Won't Buy Tesla, But Make A 'Strategic Investment' In It $AAPL $TSLA http://t.co/ra1SjlB0PS http://t.co/gAbuNQFnbK"
1426781639,"$TSLA CEO @elonmusk: next software update will include ""auto steering'  Musk says ""We should have auto steering ready in about 3 months"""
1426614848,"$TSLA CEO @elonmusk at tech conference in California.  ""Developing autonomous driving vehicles is much easier than people think."""
1425872185,Tesla does big layoffs in china...what a predictable mess $tsla has made so far here http://t.co/6Lwdsoufli
1425936069,.@timseymour says $TSLA stock could break $180
1425877875,"Bad China day for $TSLA- Kid tries to drive off Tesla at expo, hits pregnant lady H/T @niubi http://t.co/PC4N0tLIVw http://t.co/9KJatUm9ZI"
1425674492,$TSLA chart and key levels &amp; zone to watch into next week .. $185 will be very key support to watch if further drop http://t.co/HLIv2AE53y
1426793419,#Tesla offers Model S software update to ease ​'range anxiety' http://t.co/cFkA0Z5h25 $TSLA http://t.co/tbkTyK9CER
1425976554,What's Going On With Tesla? http://t.co/FMmGNtroLL $TSLA
1426105621,Maybe they should offer to put longhorns on the hood of every Model S? $TSLA gears up for another fight w/ Texas: http://t.co/WzHulhlGDW
1426373322,"The #SXSW anti-robot protest isn't crazy, Elon Musk and Stephen Hawking agree http://t.co/VU7KLXmLis $TSLA $MSFT http://t.co/npwMekc4oQ"
1426626816,"$TSLA Musk: Someday, driving a car will be illegal http://t.co/74BbpLYZV8"
1425330521,Tesla Motors closed under $200 for first time in three weeks $TSLA http://t.co/kSY0t1xdlj
1426454719,"Tesla To End Model S 'Range Anxiety,"" Vows @elonmusk
 http://t.co/0XWMT9qunL $TSLA $NSANY $GM http://t.co/uVRIDt3ZPI"
1426596737,"""The biggest risk to $TSLA stock price is Elon tweeting and speaking."" @racernic on #PreMarket Prep: http://t.co/JWd66MiAKL"
1426252591,Ending The Bear Market In Tesla http://t.co/NamVOfir1g $GM $TSLA
1426615770,"$TSLA CEO @elonmusk: ""people think of us as the leader of electric cars, but we want to be the leadersof autonomous drive cars."""
1425330205,P&amp;L for the day here guys keep in mind you're not seeing my $TSLA &amp; $C positions overnight which I got a shit ton of. http://t.co/22r7ifHREN
1426781537,$TSLA software update to also include addition of auto emergency braking and blind spot and side collision warning for Model S cars
1425591123,"Tesla Disappointed In 2014, Might Do So Again In 2015 And Beyond http://t.co/5L4mZP1sC7 $TSLA"
1426786103,"$TSLA: ""Auto steering"" feature coming in 3 months http://t.co/pYleASvREj"
1426764247,Elon Musk Making More Headlines Ahead Of Thursday's Conference $TSLA http://t.co/JNuevbrxRT
1426779940,"Colleague @Chris_Ciaccia is covering $TSLA event to end “range anxiety,” which is more feared in Silicon Valley than premature ejaculation."
1426084974,$TSLA hasn't been this cheap in almost a year. Is it time to buy? http://t.co/gqltQrUxkl
1426781281,"$TSLA Software update to also include ""Range Assurance"" alerting Model S owners when recharging is needed."
1425947414,Tesla's new China strategy: Could it rev up the stock price? http://t.co/DFCqgs0qYB $TSLA
1426782550,Who would have predicted cars routinely improving via software as a service? $TSLA http://t.co/9MxdRhBd83 (save the obvious snark 🙏)
1426873476,"An Apple car? Why not? http://t.co/gp4kZbZyZz insights from our partner @Covestor

$AAPL $TSLA"
1426703315,"$TSLA finally wins in New Jersey,  Gov. Christie signs law allowing direct sales of autos."
1425660449,"$TSLA -1.9%. Reno Gazette reporting: Tesla gigafactory construction delayed, says union job board http://t.co/ZcTOE8SB1Y via @rgj"
1426516474,Tesla Stock Rises as Elon Musk Hints Longer Battery Range for Model S $TSLA http://t.co/6XLzdzAzol http://t.co/XcWaN7whAf
1426522508,Elon Musk teases $TSLA ending range anxiety via TWTR http://t.co/Fa3AtFfvpj
1425346385,"""#Tesla is a firm that is clearly helping reshape its industry"" http://t.co/ns32xxPbZr $TSLA http://t.co/LBFv6wBi8b"
1426514590,"After @elonmusk tweets about announcement regarding software upgrade to end range anxiety, shares of $TSLA up $2.44 (1.3%)."
1425978923,Will Apple make an electric car...or just buy Tesla? http://t.co/2KUYLNodrX $AAPL $TSLA
1425499218,Tesla: Debt Growth Chief Among Its Demons http://t.co/ykX2rFy4KW $TSLA
1425330926,Tesla Motors Back Under $200 $TSLA  http://t.co/lN69r4XITw @spus
1426775731,"33% of #Tesla's gross profits last Q were from sales of tax credits, rather than car sales.  http://t.co/hkBkXLxhz9 $TSLA"
1425442461,I analyzed $AAPL $GOOG $TSLA and much more in my video market recap from earlier: http://t.co/fNXr7WVDQu $SPY $STUDY
1426101306,"8 out of 13 analysts rate Tesla a buy, maybe you should too http://t.co/D0tS9Rl3Qa $TSLA"
1426785300,$TSLA my two cents I was a little surprised Model X was moved up to this summer instead of later in the year.
1426440084,NEW POST: Weekend Video Strategy Session 03/15/15 {Video} http://t.co/AhMQ7k9pfj $IWM $QQQ $RUSS $SPY $TSLA
1426007316,"At Apple annual meeting, CarPlay becomes Tim Cook's favorite way to avoid shareholder questions about a relationship with Tesla. $AAPL $TSLA"
1425332390,NEW POST: Stock Market Recap 03/02/15 {Video} http://t.co/EUwwvN6fQD $GOOG $GOOGL $HALO $LL $QQQ $TSLA
1426646725,It's an $AAPL vs $TSLA face off. @jimcramer continues #MarchMadness with his NCAA team picks http://t.co/URYv3YrFt8 http://t.co/h55Q7MFYQm
1425358840,"Once again, Tesla is 1 wheel forward, 3 wheels back http://t.co/aTlqmEcFoI $TSLA $SCTY $GM"
1426615679,$TSLA CEO @elonmusk says Tesla engineers spend most of their time focused on preventing a system wide hack.
1426786369,Tesla Motors 'End Range Anxiety' News Is Map And More http://t.co/3NOHly5Kp0 $TSLA http://t.co/hcJSJy1dpy
1426255651,"It is Friday, so we can have some fun. Electric cars are becoming the part of urban culture in Japan now. http://t.co/k7mUbk3olT $TSLA"
1425519462,I analyzed $GOOG $NFLX $TSLA and much more in my video market recap from earlier: http://t.co/soa5dOwsVZ $BABA $QQQ
1426615679,$TSLA CEO @elonmusk says Tesla engineers spend most of their time focused on preventing a system wide hack.
1426786369,Tesla Motors 'End Range Anxiety' News Is Map And More http://t.co/3NOHly5Kp0 $TSLA http://t.co/hcJSJy1dpy
1426255651,"It is Friday, so we can have some fun. Electric cars are becoming the part of urban culture in Japan now. http://t.co/k7mUbk3olT $TSLA"
1425519462,I analyzed $GOOG $NFLX $TSLA and much more in my video market recap from earlier: http://t.co/soa5dOwsVZ $BABA $QQQ
1426781368,"$TSLA adding ""Trip Planner"" for all Model S cars. Software update will plot routes between charging stations to assure enough miles."
1426507718,Rise and shine! Let's talk $SLXP $VRX $UWTI $TSLA w/ @NicoleLapin @RedDogT3 @DavidAltonClark live on #PreMarket Prep http://t.co/XsRg65QRJ4
1425417927,"Tesla Motors At Milestone As Millstones, Rivals Drag Stock http://t.co/vwEzuqRVuD $TSLA $AAPL $DDAIF http://t.co/368Bx7n6Rw"
1425301027,Tesla Is Not The Next iPhone http://t.co/7tPEO36ftw $TSLA
1425485066,The Case Against the Case Against Tesla http://t.co/q9zQpZ3Aat $TSLA
1426695093,$TSLA starting to go....  News out tomorrow from Elon Musk.
1426502898,I love our conviction re: $TSLA. What are you using for Capex in your model for 2016? @samsb123 @elonmusk
1426711257,NEW POST: Stock Market Recap 03/18/15 {Video} http://t.co/o5vuD1hd32 $BABA $QQQ $SPY $TSLA $UUP
1425677965,VIDEO http://t.co/6hhHWm7fKZ Stk Mkt Analysis 3/6/15 $SPY $AAPL $QQQ $IWM $BABA $TLT $GPRO $TSLA
1426703747,"I know we're Fed heavy...but within last hour, NJ @GovChristie signs bill that makes it legal to sell Tesla cars direct to consumers $TSLA"
1425742198,mt VIDEO http://t.co/6hhHWm7fKZ  Stk Mkt Analysis 3/6/15 $SPY $AAPL $QQQ $IWM $BABA $TLT $GPRO $TSLA
1426531088,Elon Musk: No One At Tesla Is Selling Any Shares $TSLA http://t.co/SfGiKJMRRP http://t.co/0k3aAyGSmd
1426503897,Here's Why Deutsche Bank Issued A #Tesla Alert $TSLA  http://t.co/4LYKRyzIRW
1425487231,What's better than corporate taxpayer subsidies? Corporate taxpayer subsidies w/ prison labor. http://t.co/Hiop4wGn5k @seanmdav $SCTY $TSLA
1426781049,The $TSLA presser begins...
1426615316,"$TSLA CEO @elonmusk on developing autonomous drive cars, ""we'll take self-driven cars for granted in a relatively short period of time."""
1425311501,Tesla Motors Back Under $200 $TSLA http://t.co/ZcWgSxxKaE @spus
1425866269,Weekend Video Strategy Session 03/08/15 {Video} http://t.co/lJCH4d3KPo $GOOG $IWM $NFLX $TSLA $UVXY
1426270111,$TSLA taking out the January lo lo http://t.co/w1Yl53NC2t
